level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display,image_path
3급II,68,2015-02-28,1,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",硏究所,,연구소,연구소,
3급II,68,2015-02-28,2,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",筆陣,,필진,필진,
3급II,68,2015-02-28,3,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",講演,,강연,강연,
3급II,68,2015-02-28,4,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",就任,,취임,취임,
3급II,68,2015-02-28,5,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",人類,,인류,인류,
3급II,68,2015-02-28,6,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",繁榮,,번영,번영,
3급II,68,2015-02-28,7,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",富國,,부국,부국,
3급II,68,2015-02-28,8,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",存在,,존재,존재,
3급II,68,2015-02-28,9,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",感性,,감성,감성,
3급II,68,2015-02-28,10,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"요즘 이 硏究所는 대한민국의 앞날을 이끌 젊은이들에게 ‘올바른 세상읽기’를 전파하는 데 힘을 쏟는다. 젊은 자유주의 筆陣의 글을 늘리거나 대학생 칼럼 대회, 고교생을 위한 講演을 개최한다. 올해 4월 就任한 현 원장은 “人類의 繁榮과 대한민국의 富國을 가져온 자유주의가 젊은 세대와 동떨어져 存在해서는 안 된다”면서 ‘쉽고 感性에 와 닿는 방식’을 強調한다. 전체주의 風潮가 得勢하는 국가는 반드시 衰落한다는 게 역사의 敎訓이다. 잘못된 理念이 共同體를 몰락으로 이끌지 않도록 制動을 거는 것은 지식인의 責務다. 자유경제원의 급부상은 자유주의도 價値의 實現을 위해 치열하게 고심하고 노력하면 대중성을 얻을 수 있다는 점을 보여준다.",強調,,강조,강조,
