level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display,image_path
8급,80,2018-02-24,1,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,지난 주 설날에 (父),父,,부,부,
8급,80,2018-02-24,2,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,(母)님과,母,,모,모,
8급,80,2018-02-24,3,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,우리 (兄),兄,,형,형,
8급,80,2018-02-24,4,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,(弟)는,弟,,제,제,
8급,80,2018-02-24,5,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,(三),三,,삼,삼,
8급,80,2018-02-24,6,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,(寸)댁에 다녀왔습니다,寸,,촌,촌,
8급,80,2018-02-24,7,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,(校),校,,교,교,
8급,80,2018-02-24,8,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,(長),長,,장,장,
8급,80,2018-02-24,9,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,(先),先,,선,선,
8급,80,2018-02-24,10,dokum,다음 글의 ( ) 안에 있는 漢字의 讀音을 쓰세요.,(生)님께서 말씀하셨습니 다,生,,생,생,
8급,80,2018-02-24,11,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,동생이 집안에 있습니다,집안,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",⑦,室,
8급,80,2018-02-24,12,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,밖에 흰 눈이 내립니다,밖,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",⑥,外,
8급,80,2018-02-24,13,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,곧 이학년이 됩니다,학년,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",⑧,年,
8급,80,2018-02-24,14,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,대한독립 만세!,만세,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",⑨,萬,
8급,80,2018-02-24,15,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,아빠 손은 큽니다,큰,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",⑩,大,
8급,80,2018-02-24,16,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,영희는 키가 작습니다,작,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",①,小,
8급,80,2018-02-24,17,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,동대문은 서울에 있습니다,문,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",②,門,
8급,80,2018-02-24,18,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,용감한 군인이 되었습니다,군인,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",④,軍,
8급,80,2018-02-24,19,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,나무로 작은 집을 지었습 니다,나무,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",③,木,
8급,80,2018-02-24,20,select_hanja,다음 밑줄 친 말에 해당하는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,누나는 여학교에 다닙니다,여,"[""① 小"", ""② 門"", ""③ 木"", ""④ 軍"", ""⑤ 女"", ""⑥ 外"", ""⑦ 室"", ""⑧ 年"", ""⑨ 萬"", ""⑩ 大""]",⑤,女,
8급,80,2018-02-24,21,select_hanja,다음 단어나 음에 알맞은 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,가르치다,가르치다,"[""① 敎"", ""② 東"", ""③ 中"", ""④ 土"", ""⑤ 山"", ""⑥ 水"", ""⑦ 火"", ""⑧ 王"", ""⑨ 民"", ""⑩ 金""]",①,敎,
