level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display,image_path
7급II,80,2018-02-24,1,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,거실이 좁은데도 空間을 활용하 여 가구를 배치합니다.,空間,,공간,공간,
7급II,80,2018-02-24,2,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,이 문제에는 正答이 따로 없습 니다.,正答,,정답,정답,
7급II,80,2018-02-24,3,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,이 사업에 全力을 다할 예정입 니다.,全力,,전력,전력,
7급II,80,2018-02-24,4,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,인간은 萬物의 영장입니다.,萬物,,만물,만물,
7급II,80,2018-02-24,5,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,民家에 들러 도움을 청해야겠습 니다.,民家,,민가,민가,
7급II,80,2018-02-24,6,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,자주 電話로 안부를 묻습니다.,電話,,전화,전화,
7급II,80,2018-02-24,7,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,이 글은 그분이 적은 日記입니 다.,日記,,일기,일기,
7급II,80,2018-02-24,8,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,오늘 午後 동안 아무것도 먹지 못했습니다.,午後,,오후,오후,
7급II,80,2018-02-24,9,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,이 집 아들은 孝子라고 소문이 자자합니다.,孝子,,효자,효자,
7급II,80,2018-02-24,10,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,시선이 一時에 쏠렸습니다.,一時,,일시,일시,
7급II,80,2018-02-24,11,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,주말마다 봉사 活動을 합니다.,活動,,활동,활동,
7급II,80,2018-02-24,12,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,어릴 때 三寸이 잘 놀아 주었 습니다.,三寸,,삼촌,삼촌,
7급II,80,2018-02-24,13,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,兄弟끼리 사이좋게 지내야 합 니다.,兄弟,,형제,형제,
7급II,80,2018-02-24,14,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,태권도 道場을 다녔습니다.,道場,,도장,도장,
7급II,80,2018-02-24,15,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,그녀는 上氣된 얼굴로 다가왔 습니다.,上氣,,상기,상기,
7급II,80,2018-02-24,16,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,이 건물은 市立 도서관입니다.,市立,,시립,시립,
7급II,80,2018-02-24,17,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,아름다운 江山을 보호하는 것 은 국민의 의무입니다.,江山,,강산,강산,
7급II,80,2018-02-24,18,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,명성황후는 國母의 대표적 인 물입니다.,國母,,국모,국모,
7급II,80,2018-02-24,19,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,어릴 때 軍人 아저씨께 위문편 지를 썼습니다.,軍人,,군인,군인,
7급II,80,2018-02-24,20,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,前方에서 복무하는 군인들은 추위하고도 싸워야 합니다.,前方,,전방,전방,
7급II,80,2018-02-24,21,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,범인이 自白을 했기 때문에 수 사가 빨리 끝났습니다.,自白,,자백,자백,
7급II,80,2018-02-24,22,dokum,다음 밑줄 친 漢字語의 音을 쓰세요.,뜻이 있는 靑年들이 모여 불우 청소년을 위한 야학을 열었습니 다.,靑年,,청년,청년,
7급II,80,2018-02-24,23,hunum,다음 漢字의 訓과 音을 쓰세요.,每,每,,매양 매,매양 매,
7급II,80,2018-02-24,24,hunum,다음 漢字의 訓과 音을 쓰세요.,海,海,,바다 해,바다 해,
7급II,80,2018-02-24,25,hunum,다음 漢字의 訓과 音을 쓰세요.,車,車,,수레 거/차,수레 거/차,
7급II,80,2018-02-24,26,hunum,다음 漢字의 訓과 音을 쓰세요.,小,小,,작을 소,작을 소,
7급II,80,2018-02-24,27,hunum,다음 漢字의 訓과 音을 쓰세요.,五,五,,다섯 오,다섯 오,
7급II,80,2018-02-24,28,hunum,다음 漢字의 訓과 音을 쓰세요.,名,名,,이름 명,이름 명,
7급II,80,2018-02-24,29,hunum,다음 漢字의 訓과 音을 쓰세요.,火,火,,불 화,불 화,
7급II,80,2018-02-24,30,hunum,다음 漢字의 訓과 音을 쓰세요.,學,學,,배울 학,배울 학,
7급II,80,2018-02-24,31,hunum,다음 漢字의 訓과 音을 쓰세요.,金,金,,쇠 금/성 김,쇠 금/성 김,
7급II,80,2018-02-24,32,hunum,다음 漢字의 訓과 音을 쓰세요.,父,父,,아비 부,아비 부,
7급II,80,2018-02-24,33,hunum,다음 漢字의 訓과 音을 쓰세요.,姓,姓,,성 성,성 성,
7급II,80,2018-02-24,34,hunum,다음 漢字의 訓과 音을 쓰세요.,四,四,,넉 사,넉 사,
7급II,80,2018-02-24,35,hunum,다음 漢字의 訓과 音을 쓰세요.,長,長,,긴 장,긴 장,
7급II,80,2018-02-24,36,hunum,다음 漢字의 訓과 音을 쓰세요.,敎,敎,,가르칠 교,가르칠 교,
7급II,80,2018-02-24,37,hunum,다음 漢字의 訓과 音을 쓰세요.,西,西,,서녘 서,서녘 서,
7급II,80,2018-02-24,38,hunum,다음 漢字의 訓과 音을 쓰세요.,王,王,,임금 왕,임금 왕,
7급II,80,2018-02-24,39,hunum,다음 漢字의 訓과 音을 쓰세요.,木,木,,나무 목,나무 목,
7급II,80,2018-02-24,40,hunum,다음 漢字의 訓과 音을 쓰세요.,先,先,,먼저 선,먼저 선,
7급II,80,2018-02-24,41,hunum,다음 漢字의 訓과 音을 쓰세요.,女,女,,계집 녀,계집 녀,
7급II,80,2018-02-24,42,hunum,다음 漢字의 訓과 音을 쓰세요.,室,室,,집 실,집 실,
7급II,80,2018-02-24,43,select_hanjaeo,다음 밑줄 친 漢字語를 <보기>에서 찾아 그 번호를 쓰세요.,집안에 대사가 있어 친척 손님 들이 모였습니다.,대사,"[""① 十月"", ""② 大事"", ""③ 水中"", ""④ 左右""]",②,大事,
7급II,80,2018-02-24,44,select_hanjaeo,다음 밑줄 친 漢字語를 <보기>에서 찾아 그 번호를 쓰세요.,길을 건널 때는 좌우를 잘 살 펴서 건너야 합니다.,좌우,"[""① 十月"", ""② 大事"", ""③ 水中"", ""④ 左右""]",④,左右,
7급II,80,2018-02-24,45,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,장인 공,장인 공,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",②,工,
7급II,80,2018-02-24,46,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,인간 세,인간 세,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",⑥,世,
7급II,80,2018-02-24,47,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,농사 농,농사 농,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",⑩,農,
7급II,80,2018-02-24,48,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,곧을 직,곧을 직,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",④,直,
7급II,80,2018-02-24,49,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,아래 하,아래 하,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",⑨,下,
7급II,80,2018-02-24,50,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,사내 남,사내 남,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",①,男,
7급II,80,2018-02-24,51,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,편안 안,편안 안,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",⑦,安,
7급II,80,2018-02-24,52,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,평평할 평,평평할 평,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",⑤,平,
7급II,80,2018-02-24,53,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,흙 토,흙 토,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",③,土,
7급II,80,2018-02-24,54,select_hanja,다음 訓과 音에 맞는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,아닐 불,아닐 불,"[""① 男"", ""② 工"", ""③ 土"", ""④ 直"", ""⑤ 平"", ""⑥ 世"", ""⑦ 安"", ""⑧ 不"", ""⑨ 下"", ""⑩ 農""]",⑧,不,
7급II,80,2018-02-24,55,banui_select,다음 漢字의 상대(또는 반대)되는 漢字를 <보기>에서 골라 그 번호를 쓰세요.,( ) ↔ 外,( ) ↔ 外,"[""① 內"", ""② 漢"", ""③ 北"", ""④ 手""]",①,內,
7급II,80,2018-02-24,56,banui_select,다음 漢字의 상대(또는 반대)되는 漢字를 <보기>에서 골라 그 번호를 쓰세요.,( ) ↔ 足,( ) ↔ 足,"[""① 內"", ""② 漢"", ""③ 北"", ""④ 手""]",④,手,
7급II,80,2018-02-24,57,mean_select,다음 뜻에 맞는 漢字語를 <보기>에서 찾아 그 번호를 쓰세요.,동쪽에 있는 문.,,"[""① 八九"", ""② 東門"", ""③ 韓食"", ""④ 南門""]",②,東門,
