level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display,image_path
5급,113,2026-05-23,1,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,삼촌은 발명왕이라는 별명답게 많은 特許를 보유하고 있다.,特許,,특허,특허,
5급,113,2026-05-23,2,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,나는 배가 너무 고파서 食板 가득히 밥을 담았다.,食板,,식판,식판,
5급,113,2026-05-23,3,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,박사는 온실가스를 줄일 수 있는 방안을 考案해냈다.,考案,,고안,고안,
5급,113,2026-05-23,4,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,그의 발상은 천재적이었으나 당대 사람들에게는 外面을 당했다.,外面,,외면,외면,
5급,113,2026-05-23,5,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,회원들은 舉手를 통해 안건에 대한 의사를 표출했다.,舉手,,거수,거수,
5급,113,2026-05-23,6,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,선비는 매우 가난했지만 결코 品位를 잃지 않았다.,品位,,품위,품위,
5급,113,2026-05-23,7,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,장군은 兵馬를 통솔하여 적진을 향해 돌격하였다.,兵馬,,병마,병마,
5급,113,2026-05-23,8,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,앞차와의 간격을 유지하기 위해 지하철의 停車 시간이 길어지고 있다.,停車,,정차,정차,
5급,113,2026-05-23,9,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,식당에서 마주친 학교 선배가 식사비를 計算해주셨다.,計算,,계산,계산,
5급,113,2026-05-23,10,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,3월에 학교에서 새로운 학생회장을 選任하였다.,選任,,선임,선임,
5급,113,2026-05-23,11,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,해양 경찰은 불법으로 操業하는 어선을 발견했다.,操業,,조업,조업,
5급,113,2026-05-23,12,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,그는 알았다는 表示로 눈을 두 번 깜빡였다.,表示,,표시,표시,
5급,113,2026-05-23,13,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,오늘 경매에는 좋은 賣物이 별로 나오지 않았다.,賣物,,매물,매물,
5급,113,2026-05-23,14,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,상현이는 개인적 사정이 있어 대회에 參加하지 못했다.,參加,,참가,참가,
5급,113,2026-05-23,15,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,마을 이장은 주민들의 생활 환경 改善을 위해 힘썼다.,改善,,개선,개선,
5급,113,2026-05-23,16,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,아버지는 젊은 시절에 열심히 일하셔서 우리 가족이 함께 지낼 住宅을 마련하였다.,住宅,,주택,주택,
5급,113,2026-05-23,17,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,이 언덕을 오르면 도심의 夜景을 한눈에 볼 수가 있다.,夜景,,야경,야경,
5급,113,2026-05-23,18,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,오지를 탐험할 때는 最悪의 상황에도 대비가 되어 있어야 한다.,最悪,,최악,최악,
5급,113,2026-05-23,19,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,너의 바로 뒤에 서 있는 美女는 누구시니?,美女,,미녀,미녀,
5급,113,2026-05-23,20,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,응급처치는 患者의 상태를 잘 살피고 시행해야 한다.,患者,,환자,환자,
5급,113,2026-05-23,21,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,탐정은 단서를 찾기 위해 사건 현장을 調査했다.,調査,,조사,조사,
5급,113,2026-05-23,22,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,이 작품은 붉은색과 푸른색의 對比를 매우 잘 활용했다.,對比,,대비,대비,
5급,113,2026-05-23,23,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,우리 아파트 건너편에는 큰 病院이 있다.,病院,,병원,병원,
5급,113,2026-05-23,24,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,드디어 내 所願이 이루어지는 순간이 왔다.,所願,,소원,소원,
5급,113,2026-05-23,25,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,그들은 다시 만날 것을 期約하고 헤어졌다.,期約,,기약,기약,
5급,113,2026-05-23,26,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,인도네시아는 赤道 부근에 위치한 나라이다.,赤道,,적도,적도,
5급,113,2026-05-23,27,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,즐거운 일을 하다 보면 時間이 빨리 가는 법이다.,時間,,시간,시간,
5급,113,2026-05-23,28,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,자리에 있던 모든 하객은 신혼부부의 미래를 祝福했다.,祝福,,축복,축복,
5급,113,2026-05-23,29,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,모든 일에는 지켜야 할 順序가 있다.,順序,,순서,순서,
5급,113,2026-05-23,30,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,관광지로 개발된 광산 안에는 石炭을 캐는 인부의 모형을 전시해놓았다.,石炭,,석탄,석탄,
5급,113,2026-05-23,31,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,그녀는 어머니로서의 本分을 다하였다.,本分,,본분,본분,
5급,113,2026-05-23,32,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,택배를 보내기 위해 規格에 맞는 상자를 들고 접수처로 갔다.,規格,,규격,규격,
5급,113,2026-05-23,33,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,그는 대회에 참가할 수 있는 要件을 모두 갖추었다.,要件,,요건,요건,
5급,113,2026-05-23,34,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,물에 빠진 그는 우연히 지나가는 사람에 의해 救出되었다.,救出,,구출,구출,
5급,113,2026-05-23,35,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,여름철 냉방기 과다 사용으로 인해 전력 消費가 크게 늘었다.,消費,,소비,소비,
5급,113,2026-05-23,36,hunum,다음 漢字의 訓과 音을 쓰세요.,洋,洋,,큰바다 양,큰바다 양,
5급,113,2026-05-23,37,hunum,다음 漢字의 訓과 音을 쓰세요.,吉,吉,,길할 길,길할 길,
5급,113,2026-05-23,38,hunum,다음 漢字의 訓과 音을 쓰세요.,去,去,,갈 거,갈 거,
5급,113,2026-05-23,39,hunum,다음 漢字의 訓과 音을 쓰세요.,貯,貯,,쌓을 저,쌓을 저,
5급,113,2026-05-23,40,hunum,다음 漢字의 訓과 音을 쓰세요.,卓,卓,,높을 탁,높을 탁,
5급,113,2026-05-23,41,hunum,다음 漢字의 訓과 音을 쓰세요.,健,健,,굳셀 건,굳셀 건,
5급,113,2026-05-23,42,hunum,다음 漢字의 訓과 音을 쓰세요.,島,島,,섬 도,섬 도,
5급,113,2026-05-23,43,hunum,다음 漢字의 訓과 音을 쓰세요.,因,因,,인할 인,인할 인,
5급,113,2026-05-23,44,hunum,다음 漢字의 訓과 音을 쓰세요.,料,料,,헤아릴 료,헤아릴 료,
