level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display
2급,113,2026-05-23,1,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,직원들의 沮喪된 의욕을 회복시키는 것이 시급한 과제이다.,沮喪,,저상,저상
2급,113,2026-05-23,2,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,아파트 건설의 進陟 속도가 너무 더디다.,進陟,,진척,진척
2급,113,2026-05-23,3,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,강사가 사원들의 이해를 돕기 위해 敷衍 설명을 했다.,敷衍,,부연,부연
2급,113,2026-05-23,4,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,후덕하고 자애로운 스승님을 늘 존경하고 欽慕했다.,欽慕,,흠모,흠모
2급,113,2026-05-23,5,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,재물에 대한 지나친 耽溺은 패가 망신에 이르는 지름길이다.,耽溺,,탐닉,탐닉
2급,113,2026-05-23,6,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,김해평야는 예부터 땅이 肥沃하기로 유명하다.,肥沃,,비옥,비옥
2급,113,2026-05-23,7,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,모닥불 앞에서 세 사람이 鼎談을 나누고 있다.,鼎談,,정담,정담
2급,113,2026-05-23,8,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,우리는 돈의 奴隸가 되지 말고 주체적인 삶을 살아야 한다.,奴隸,,노예,노예
2급,113,2026-05-23,9,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,이 신약은 체내 기관에서 호르몬을 잘 分泌시킨다.,分泌,,분비,분비
2급,113,2026-05-23,10,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,이번 정책은 대략 네 가지 範疇로 구분 지을 수 있다.,範疇,,범주,범주
2급,113,2026-05-23,11,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,함장은 위험을 무릅쓰고 참모들의 輔弼을 받아 항해를 계속했다.,輔弼,,보필,보필
2급,113,2026-05-23,12,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,그곳은 사방이 탁 트여 敞然하다.,敞然,,창연,창연
2급,113,2026-05-23,13,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,태양빛이 하늘에 燦爛하다.,燦爛,,찬란,찬란
2급,113,2026-05-23,14,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,잘못해도 斗頓만 하니 아이가 버릇이 없어진다.,斗頓,,두둔,두둔
2급,113,2026-05-23,15,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,이 행사는 많은 시민이 자발적으로 참여하는 것이 關鍵이다.,關鍵,,관건,관건
2급,113,2026-05-23,16,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,왕은 신하들의 이웃 나라 방문을 允許했다.,允許,,윤허,윤허
2급,113,2026-05-23,17,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,조상 때부터 대대로 살아온 先廬를 매각하려니 가슴이 아프다.,先廬,,선려,선려
2급,113,2026-05-23,18,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,이곳은 배산임수 지형으로 聚落지구로 매우 적합하다.,聚落,,취락,취락
2급,113,2026-05-23,19,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,부부 琴瑟이 좋으려면 서로를 의심하지 말아야 한다.,琴瑟,,금실/금슬,금실/금슬
2급,113,2026-05-23,20,dokum,다음 문장에서 밑줄 친 漢字語의 讀音을 쓰시오.,적의 폭격으로 인해 사방에 塵埃가 가득하다.,塵埃,,진애,진애
2급,113,2026-05-23,21,dokum,다음 漢字語의 讀音을 쓰시오.,巢窟,巢窟,,소굴,소굴
2급,113,2026-05-23,22,dokum,다음 漢字語의 讀音을 쓰시오.,軒冕,軒冕,,헌면,헌면
2급,113,2026-05-23,23,dokum,다음 漢字語의 讀音을 쓰시오.,杜絕,杜絕,,두절,두절
2급,113,2026-05-23,24,dokum,다음 漢字語의 讀音을 쓰시오.,駿足,駿足,,준족,준족
2급,113,2026-05-23,25,dokum,다음 漢字語의 讀音을 쓰시오.,旺盛,旺盛,,왕성,왕성
2급,113,2026-05-23,26,dokum,다음 漢字語의 讀音을 쓰시오.,積峙,積峙,,적치,적치
2급,113,2026-05-23,27,dokum,다음 漢字語의 讀音을 쓰시오.,翊戴,翊戴,,익대,익대
2급,113,2026-05-23,28,dokum,다음 漢字語의 讀音을 쓰시오.,峻嶺,峻嶺,,준령,준령
2급,113,2026-05-23,29,dokum,다음 漢字語의 讀音을 쓰시오.,富賈,富賈,,부고,부고
2급,113,2026-05-23,30,dokum,다음 漢字語의 讀音을 쓰시오.,佾舞,佾舞,,일무,일무
2급,113,2026-05-23,31,dokum,다음 漢字語의 讀音을 쓰시오.,灘聲,灘聲,,탄성,탄성
2급,113,2026-05-23,32,dokum,다음 漢字語의 讀音을 쓰시오.,蜀漆,蜀漆,,촉칠,촉칠
2급,113,2026-05-23,33,dokum,다음 漢字語의 讀音을 쓰시오.,師傅,師傅,,사부,사부
2급,113,2026-05-23,34,dokum,다음 漢字語의 讀音을 쓰시오.,妍麗,妍麗,,연려,연려
