level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display
4급,113,2026-05-23,1,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,교수님의 강의에 학생들이 傾聽 하고 있다.,傾聽,,경청,경청
4급,113,2026-05-23,2,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,그의 가설은 30년이 지나서야 마침내 立證되었다.,立證,,입증,입증
4급,113,2026-05-23,3,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,화재 예방을 위한 소화기 안전 點檢은 필수적이다.,點檢,,점검,점검
4급,113,2026-05-23,4,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,나는 내가 친구에게 背反 당했다는 사실을 인정할 수 없었다.,背反,,배반,배반
4급,113,2026-05-23,5,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,우리 국어 선생님께서는 溫厚한 성품을 지니셨다.,溫厚,,온후,온후
4급,113,2026-05-23,6,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,내가 응원하는 야구 대표팀이 준결승전에서 아쉽게 脫落되었다.,脫落,,탈락,탈락
4급,113,2026-05-23,7,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,토론 대회에서 나의 主張을 강하게 펼쳤다.,主張,,주장,주장
4급,113,2026-05-23,8,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,퇴근 무렵이 되었지만 아직도 殘業이 많이 남아있다.,殘業,,잔업,잔업
4급,113,2026-05-23,9,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,소방관의 용감한 판단이 피해를 最少로 줄였다.,最少,,최소,최소
4급,113,2026-05-23,10,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,청소를 하지 않아서 방이 매우 混亂스럽다.,混亂,,혼란,혼란
4급,113,2026-05-23,11,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,성공적인 廣告 덕분에 회사의 매출이 급등했다.,廣告,,광고,광고
4급,113,2026-05-23,12,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,급박한 상황 속에서도 장군은 冷靜을 잃지 않았다.,冷靜,,냉정,냉정
4급,113,2026-05-23,13,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,적의 침투에 대비하여 警戒를 풀어서는 안 된다.,警戒,,경계,경계
4급,113,2026-05-23,14,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,박물관에 전시된 유물 옆엔 자세한 解説이 적혀 있었다.,解説,,해설,해설
4급,113,2026-05-23,15,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,내 동생은 시험 합격이라는 目標를 향해 꾸준히 노력하고 있다.,目標,,목표,목표
4급,113,2026-05-23,16,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,나는 이번 시험에 친구와 함께 應試하기로 했다.,應試,,응시,응시
4급,113,2026-05-23,17,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,이번 休暇에 부모님과 해외여행을 갈 것이다.,休暇,,휴가,휴가
4급,113,2026-05-23,18,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,우리 학교는 최고의 施設과 복지를 갖추었다.,施設,,시설,시설
4급,113,2026-05-23,19,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,마라톤 경기를 뛰는 선수들에게 飲料를 무료로 제공했다.,飲料,,음료,음료
4급,113,2026-05-23,20,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,체육대회의 마지막 종목으로 繼走 시합이 예정되어 있다.,繼走,,계주,계주
4급,113,2026-05-23,21,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,그와 離別하던 날을 아직도 잊지 못하고 있다.,離別,,이별,이별
4급,113,2026-05-23,22,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,결승전에서 두 선수 간의 攻防이 매우 치열하다.,攻防,,공방,공방
4급,113,2026-05-23,23,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,삼촌이 다니던 회사는 작년에 수도권에서 지방으로 移轉을 했다.,移轉,,이전,이전
4급,113,2026-05-23,24,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,관광객들은 그 雄壯한 폭포를 넋을 잃은 채로 바라보았다.,雄壯,,웅장,웅장
4급,113,2026-05-23,25,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,松林에서 명상을 하니 머리가 맑아지는 기분이 든다.,松林,,송림,송림
4급,113,2026-05-23,26,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,학생은 제시된 문제에 대한 답안을 推論하였다.,推論,,추론,추론
4급,113,2026-05-23,27,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,국회의원의 정책에 시민들이 많은 支持를 보내고 있다.,支持,,지지,지지
4급,113,2026-05-23,28,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,이번 작전에는 특수 훈련을 받은 인원들이 投入되었다.,投入,,투입,투입
4급,113,2026-05-23,29,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,그녀의 연구는 환경 보호에 寄與한 바가 크다.,寄與,,기여,기여
4급,113,2026-05-23,30,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,이 방향으로 가면 다른 통로로 連結된다.,連結,,연결,연결
4급,113,2026-05-23,31,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,졸음을 쫓기 위해 커피에 依存하는 습관은 좋지 않다.,依存,,의존,의존
4급,113,2026-05-23,32,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,가요계는 지금 새로운 스타의 탄생을 豫感하고 있다.,豫感,,예감,예감
4급,113,2026-05-23,33,hunum,다음 漢字의 訓과 音을 쓰시오.,深,深,,깊을 심,깊을 심
