level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display,image_path
3급,68,2015-02-28,1,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",架空,,가공,가공,
3급,68,2015-02-28,2,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",結局,,결국,결국,
3급,68,2015-02-28,3,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",看護,,간호,간호,
3급,68,2015-02-28,4,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",疾病,,질병,질병,
3급,68,2015-02-28,5,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",觀點,,관점,관점,
3급,68,2015-02-28,6,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",尊嚴,,존엄,존엄,
3급,68,2015-02-28,7,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",健康,,건강,건강,
3급,68,2015-02-28,8,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",安寧,,안녕,안녕,
3급,68,2015-02-28,9,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",增進,,증진,증진,
3급,68,2015-02-28,10,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",關聯,,관련,관련,
3급,68,2015-02-28,11,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"문학의 소재는 SF의 架空 세계나 현실적으로 불가능한 초자연적 비이성적 판타지의 세계까지 확장되기도 하지만, 작가가 結局 표현하고자 하는 것은 인간 이야기, 현실 이야기이다. 看護가 주된 관심을 보이는 대상도 인간이다. 이 행위는 인간에 대한 돌봄과 진료다. 인간의 신체적 疾病에 초점을 두고 자연과학적 觀點에서, 나아가 인간의 尊嚴성과 인권을 존중하고 옹호하며 인간의 健康과 安寧을 增進하는 사명을 갖는다. 이렇듯 이 둘은 서로 별 關聯이 없어 보이지만 조금만 깊이 들어가 보면 共通점이 많다.",共通,,공통,공통,
3급,68,2015-02-28,12,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"북방 유라시아 遊牧 민족 가운데 突厥이 문자를 만들어 사용했음은, 現傳하는 몇 기의 碑文에 의해 確認된다.",遊牧,,유목,유목,
3급,68,2015-02-28,13,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"북방 유라시아 遊牧 민족 가운데 突厥이 문자를 만들어 사용했음은, 現傳하는 몇 기의 碑文에 의해 確認된다.",突厥,,돌궐,돌궐,
3급,68,2015-02-28,14,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"북방 유라시아 遊牧 민족 가운데 突厥이 문자를 만들어 사용했음은, 現傳하는 몇 기의 碑文에 의해 確認된다.",現傳,,현전,현전,
3급,68,2015-02-28,15,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"북방 유라시아 遊牧 민족 가운데 突厥이 문자를 만들어 사용했음은, 現傳하는 몇 기의 碑文에 의해 確認된다.",碑文,,비문,비문,
3급,68,2015-02-28,16,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"북방 유라시아 遊牧 민족 가운데 突厥이 문자를 만들어 사용했음은, 現傳하는 몇 기의 碑文에 의해 確認된다.",確認,,확인,확인,
3급,68,2015-02-28,17,dokeum_W,다음 밑줄 친 漢字語의 讀音을 쓰시오.,"전쟁을 嫌惡하는 이유는, 고통으로 絶叫하는 사람들의 慘狀은 말할 것도 없거니와 전쟁으로 인류의 소중한 문화재들은 毁損되거나 掠奪당하는 일들이 벌어지기 때문이다.",嫌惡,,혐오,혐오,
